,loss,mse,val_loss,val_mse,lr
0,0.11994481966383068,0.8575183153152466,0.018112965354208376,0.05617912486195564,0.0010000000474974513
1,0.015208204088017667,0.04691420868039131,0.013140965205421158,0.04162624105811119,0.0010000000474974513
2,0.012213259079956271,0.03851424902677536,0.011637535455659683,0.0373440645635128,0.0010000000474974513
3,0.011104570276566436,0.035652145743370056,0.010506817481559039,0.03452080115675926,0.0010000000474974513
4,0.0105443300044633,0.03421200439333916,0.010163314688320258,0.03361506387591362,0.0010000000474974513
5,0.010199341344202684,0.03332236409187317,0.011420882841252625,0.03628116473555565,0.0010000000474974513
6,0.009650973080880032,0.032032113522291183,0.00962875926057606,0.03219045326113701,0.00010000000474974513
7,0.00958997308748349,0.03185846656560898,0.009586375835462688,0.03202963247895241,0.00010000000474974513
8,0.009523019711221789,0.03168725222349167,0.009535827435009787,0.031959373503923416,1.0000000656873453e-05
9,0.009512225159193546,0.031662676483392715,0.00953020167520801,0.03192460164427757,1.0000001111620804e-06
10,0.009510379337239082,0.031656958162784576,0.009529916467275983,0.03192310780286789,1.000000082740371e-07
11,0.009510053248806693,0.03165540471673012,0.009529633210875426,0.03192378953099251,1.0000000116860974e-07
12,0.009509743822968084,0.031655073165893555,0.009529340556683972,0.03192198649048805,1.0000000116860974e-07
13,0.009509452967748437,0.03165464848279953,0.00952907110936154,0.03192170336842537,1.0000000116860974e-07
14,0.009509148080029839,0.03165325149893761,0.009528835482201927,0.03192230686545372,1.0000000116860974e-07
15,0.009508851465423839,0.03165433183312416,0.009528486333505481,0.031918540596961975,1.0000000116860974e-07
16,0.009508549057058856,0.03165120631456375,0.009528175136059256,0.03192206099629402,1.0000000116860974e-07
17,0.00950825562709537,0.03165247663855553,0.009527979279102048,0.03191962093114853,1.0000000116860974e-07
18,0.009507958045218229,0.03165116533637047,0.009527611855949218,0.03191918134689331,1.0000000116860974e-07
19,0.009507663161273671,0.03165069594979286,0.009527471848090397,0.031919363886117935,1.0000000116860974e-07
20,0.009507367459568544,0.03165026009082794,0.009526989704860496,0.03191722184419632,1.0000000116860974e-07
21,0.009507079087435004,0.031649716198444366,0.009526744893688566,0.031916093081235886,1.0000000116860974e-07
22,0.00950678717264348,0.03164861351251602,0.009526376619512366,0.03191574290394783,1.0000000116860974e-07
23,0.009506493226100327,0.03164786472916603,0.009526129118757875,0.03191522881388664,1.0000000116860974e-07
24,0.009506190642048381,0.03164791688323021,0.009525854353912101,0.03191358223557472,1.0000000116860974e-07
25,0.009505910303435927,0.03164615482091904,0.00952548655424501,0.03191530331969261,1.0000000116860974e-07
26,0.009505619712103884,0.031646616756916046,0.009525348803728947,0.03191393241286278,1.0000000116860974e-07
27,0.009505331586088971,0.03164559230208397,0.009525038546835032,0.03191318362951279,1.0000000116860974e-07
28,0.00950503802901173,0.031645260751247406,0.009524759408692478,0.031912319362163544,1.0000000116860974e-07
29,0.009504747239187337,0.03164460510015488,0.009524384690334757,0.03191046789288521,1.0000000116860974e-07
30,0.009504465655611777,0.03164351359009743,0.009524106095015989,0.031910113990306854,1.0000000116860974e-07
31,0.00950416643367042,0.03164265304803848,0.009523887230818566,0.031911298632621765,1.0000000116860974e-07
32,0.009503897525191896,0.03164307773113251,0.009523514291019938,0.03190897777676582,1.0000000116860974e-07
33,0.009503612464780445,0.0316411554813385,0.00952341326256258,0.03191057965159416,1.0000000116860974e-07
34,0.009503321773558568,0.03164141625165939,0.00952298547066206,0.03190869092941284,1.0000000116860974e-07
35,0.00950304620352543,0.031640686094760895,0.009522636280052761,0.03190753236413002,1.0000000116860974e-07
36,0.009502757875066383,0.03164003789424896,0.009522386796566865,0.03190765902400017,1.0000000116860974e-07
37,0.009502472470942306,0.031638920307159424,0.009522168750200479,0.03190772235393524,1.0000000116860974e-07
38,0.009502184069476664,0.03163891285657883,0.00952179094080865,0.03190695866942406,1.0000000116860974e-07
39,0.00950189935754467,0.031639464199543,0.009521485260521025,0.03190191090106964,1.0000000116860974e-07
40,0.009501627267022248,0.03163643926382065,0.009521351604747185,0.03190533071756363,1.0000000116860974e-07
41,0.009501342708813181,0.03163696452975273,0.00952104145075453,0.031904276460409164,1.0000000116860974e-07
42,0.009501066404027926,0.03163629770278931,0.009520684987080514,0.03190288692712784,1.0000000116860974e-07
43,0.009500790483145576,0.031635940074920654,0.009520425221572237,0.03190233185887337,1.0000000116860974e-07
44,0.009500508155930804,0.0316346138715744,0.009520332008444675,0.03190312907099724,1.0000000116860974e-07
45,0.009500227211301148,0.0316351018846035,0.009519830969832208,0.031900178641080856,1.0000000116860974e-07
46,0.009499949295395447,0.03163371980190277,0.009519667612044537,0.031901150941848755,1.0000000116860974e-07
47,0.009499668568718724,0.03163307532668114,0.009519308204391803,0.03190065547823906,1.0000000116860974e-07
48,0.009499405704397066,0.03163297101855278,0.009519046942566148,0.03189905360341072,1.0000000116860974e-07
49,0.009499122087811602,0.0316319540143013,0.009518856108956959,0.03189876303076744,1.0000000116860974e-07
