,loss,mse,val_loss,val_mse,lr
0,0.10128072837489231,0.7066366076469421,0.019507470687927145,0.08000458031892776,0.0010000000474974513
1,0.01242515240546855,0.0472387969493866,0.009279987281855558,0.031656406819820404,0.0010000000474974513
2,0.00676170102841868,0.023106664419174194,0.0057231780274686495,0.018945379182696342,0.0010000000474974513
3,0.005018807553108956,0.016449082642793655,0.004802124519901741,0.015532582066953182,0.0010000000474974513
4,0.004236916614007792,0.013553648255765438,0.005538277697398407,0.017010509967803955,0.0010000000474974513
5,0.0034653230698326438,0.011356409639120102,0.003470445154438748,0.01145202200859785,0.00010000000474974513
6,0.003318609168646584,0.010791481472551823,0.0037328805208587546,0.011644518002867699,0.00010000000474974513
7,0.0032185779801950374,0.010448763146996498,0.003250438767035807,0.010614859871566296,1.0000000656873453e-05
8,0.0031936033750834024,0.010353867895901203,0.003222787423098155,0.010525465942919254,1.0000000656873453e-05
9,0.0031759246708323325,0.010290749371051788,0.0032114641041539934,0.010491769760847092,1.0000001111620804e-06
10,0.003173363775431058,0.010281788185238838,0.003210888963731612,0.010487754829227924,1.000000082740371e-07
11,0.0031729304268565545,0.010280021466314793,0.0032102970794554153,0.010487677529454231,1.0000000116860974e-07
12,0.0031725101507696744,0.010278447531163692,0.0032098487296921166,0.010485244914889336,1.0000000116860974e-07
13,0.0031720888866592026,0.010276690125465393,0.0032095381417537963,0.010484610684216022,1.0000000116860974e-07
14,0.003171669052583934,0.010275164619088173,0.0032090350666194967,0.010484232567250729,1.0000000116860974e-07
15,0.003171247209361476,0.010273491032421589,0.0032085582495134206,0.01048307865858078,1.0000000116860974e-07
16,0.003170829650483053,0.01027216762304306,0.003208244528370787,0.010480270721018314,1.0000000116860974e-07
17,0.003170417949763983,0.010270639322698116,0.0032078684866826434,0.010476969182491302,1.0000000116860974e-07
18,0.0031700062258333077,0.01026892103254795,0.003207542271879262,0.010476944968104362,1.0000000116860974e-07
19,0.0031695917174954413,0.010267344303429127,0.0032069791944806594,0.01047481968998909,1.0000000116860974e-07
20,0.0031691808234432183,0.01026571448892355,0.003206531739550557,0.010474631562829018,1.0000000116860974e-07
21,0.0031687644328095023,0.010264111682772636,0.003206091868594273,0.010472351685166359,1.0000000116860974e-07
22,0.003168357113141167,0.010262656025588512,0.003205705076770774,0.010470089502632618,1.0000000116860974e-07
23,0.00316794803075015,0.010261273942887783,0.0032054000390443213,0.010467593558132648,1.0000000116860974e-07
24,0.003167539125650321,0.010259309783577919,0.0032049410194389017,0.010467827320098877,1.0000000116860974e-07
25,0.0031671406912058427,0.010258068330585957,0.003204545301306541,0.010466876439750195,1.0000000116860974e-07
26,0.003166733483139989,0.010256452485918999,0.0032042846112080325,0.010463984683156013,1.0000000116860974e-07
27,0.003166322322232479,0.010254930704832077,0.003203820863878782,0.010462352074682713,1.0000000116860974e-07
28,0.0031659222030133495,0.01025314163416624,0.0032032423371942892,0.010461247526109219,1.0000000116860974e-07
29,0.0031655114221064403,0.010251720435917377,0.003202843440737552,0.010461527854204178,1.0000000116860974e-07
30,0.003165108532145178,0.010250439867377281,0.003202380583777852,0.010458916425704956,1.0000000116860974e-07
31,0.0031647048823724437,0.010248667560517788,0.0032020440692659808,0.010455896146595478,1.0000000116860974e-07
32,0.003164301519112997,0.010247265920042992,0.003201610622410334,0.01045355387032032,1.0000000116860974e-07
33,0.003163904698805042,0.010245634242892265,0.0032012651301014756,0.0104530556127429,1.0000000116860974e-07
34,0.0031634972436489894,0.010244105011224747,0.0032008288697861023,0.01045173592865467,1.0000000116860974e-07
35,0.003163097073171963,0.010242615826427937,0.003200394998189914,0.010451102629303932,1.0000000116860974e-07
36,0.0031626988257170735,0.01024110522121191,0.0031999491664557057,0.010449660941958427,1.0000000116860974e-07
37,0.003162297093322075,0.010239723138511181,0.0031995800904083727,0.010448542423546314,1.0000000116860974e-07
38,0.0031618990687537793,0.010238074697554111,0.003199168816637338,0.010446756146848202,1.0000000116860974e-07
39,0.003161499801563586,0.010236583650112152,0.0031988486183666463,0.010443626902997494,1.0000000116860974e-07
40,0.0031610929391792256,0.010234740562736988,0.0031982712078118406,0.010443632490932941,1.0000000116860974e-07
41,0.0031606958351216106,0.010233622044324875,0.0031980465900200306,0.010442919097840786,1.0000000116860974e-07
42,0.0031603051940736005,0.010232142172753811,0.0031977274756869916,0.010439607314765453,1.0000000116860974e-07
43,0.003159909348502742,0.01023055613040924,0.0031972884948886613,0.010437330231070518,1.0000000116860974e-07
44,0.003159510528712734,0.010228920727968216,0.0031968612989048423,0.010435988195240498,1.0000000116860974e-07
45,0.0031591157788612794,0.010227474384009838,0.0031964993172482912,0.010434224270284176,1.0000000116860974e-07
46,0.003158716766657345,0.01022577565163374,0.0031960791584617477,0.010435093194246292,1.0000000116860974e-07
47,0.0031583320077993404,0.010224631987512112,0.003195660389264775,0.010431353002786636,1.0000000116860974e-07
48,0.0031579385871019425,0.010222998447716236,0.003195333478168292,0.010430382564663887,1.0000000116860974e-07
49,0.0031575414126762975,0.010221599601209164,0.0031949429830398835,0.010430715046823025,1.0000000116860974e-07
